typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20160101,2016,1,201601,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,82493.26,FALSE,0,FALSE,408182.45,0,408182.45,0,FALSE,TRUE
C,M,20160201,2016,2,201602,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,283962.38,FALSE,0,FALSE,1012636.8,0,1012636.8,0,FALSE,TRUE
C,M,20160301,2016,3,201603,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,189855.34,FALSE,0,FALSE,943404.93,0,943404.93,0,FALSE,TRUE
C,M,20160401,2016,4,201604,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,227043.33,FALSE,0,FALSE,1041818.83,0,1041818.83,0,FALSE,TRUE
C,M,20160501,2016,5,201605,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,162796.77,FALSE,0,FALSE,768632.1,0,768632.1,0,FALSE,TRUE
C,M,20160601,2016,6,201606,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,175045.66,FALSE,0,FALSE,619259.68,0,619259.68,0,FALSE,TRUE
C,M,20160701,2016,7,201607,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,241369.43,FALSE,0,FALSE,1069912.28,0,1069912.28,0,FALSE,TRUE
C,M,20160801,2016,8,201608,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,339448.09,FALSE,0,FALSE,1443387.75,0,1443387.75,0,FALSE,TRUE
C,M,20160901,2016,9,201609,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,303026.71,FALSE,0,FALSE,1230923.95,0,1230923.95,0,FALSE,TRUE
C,M,20161001,2016,10,201610,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,TRUE,180631,"Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, filled, weighing 2kg or less",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,334312.16,FALSE,0,FALSE,1435981.95,0,1435981.95,0,FALSE,TRUE
