typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20200101","2020","1","202001","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","113938.4","false","8","kg","113938.4","false","113938.4","false","0","false","1043830.91","1003428.87","1043830.91","0","false","true",
"C","M","20200201","2020","2","202002","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10384.66","false","8","kg","10384.66","false","10384.66","false","0","false","67798.54","65377.16","67798.54","0","false","true",
"C","M","20200301","2020","3","202003","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37181.75","false","8","kg","37181.75","false","37181.75","false","0","false","306150.55","285556.65","306150.55","0","false","true",
"C","M","20200401","2020","4","202004","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","55142.94","false","8","kg","55142.94","false","55142.94","false","0","false","367081.74","344643.3","367081.74","0","false","true",
"C","M","20200501","2020","5","202005","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17274.97","false","8","kg","17274.97","false","17274.97","false","0","false","147770.68","142330.8","147770.68","0","false","true",
"C","M","20200601","2020","6","202006","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9189.78","false","8","kg","9189.78","false","9189.78","false","0","false","69894.24","67848.67","69894.24","0","false","true",
"C","M","20200701","2020","7","202007","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","77192.45","false","8","kg","77192.45","false","77192.45","false","0","false","507670.83","493668.72","507670.83","0","false","true",
"C","M","20200801","2020","8","202008","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","57407.37","false","8","kg","57407.37","false","57407.37","false","0","false","453644.68","441259.33","453644.68","0","false","true",
"C","M","20200901","2020","9","202009","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45993.26","false","8","kg","45993.26","false","45993.26","false","0","false","385032.41","376272.46","385032.41","0","false","true",
"C","M","20201001","2020","10","202010","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38612.12","false","8","kg","38612.12","false","38612.12","false","0","false","293074.22","286088.96","293074.22","0","false","true",
"C","M","20201101","2020","11","202011","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","39918.62","false","8","kg","39918.62","false","39918.62","false","0","false","323163.38","313835.52","323163.38","0","false","true",
"C","M","20201201","2020","12","202012","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H5","HS","true","180632","Chocolate and other food preparations containing cocoa; in blocks, slabs or bars, (not filled), weighing 2kg or less","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26553.9","false","8","kg","26553.9","false","26553.9","false","0","false","160914.98","154998.88","160914.98","0","false","true",
